2026-09-10 14:32:16 | INFO    | p4_legacy_lstm_cv | START outer_seed=29 fold=1 train=488 holdout=245 fixed_val=158 model_seed=7
2026-09-10 14:32:16 | INFO    | train_lstm | Balanced train sampler enabled: class_counts={0: 457, 1: 31} missing=0 num_samples=488 replacement=True
2026-09-10 14:32:17 | INFO    | p4_legacy_lstm_cv | first_batch X_seq shape=(8, 931, 483) min=-32.9254 max=50.0000
2026-09-10 14:32:17 | INFO    | p4_legacy_lstm_cv | first_batch X_ecg shape=(8, 931, 12) min=-1.0000 max=50.0000
2026-09-10 14:32:17 | INFO    | p4_legacy_lstm_cv | first_batch x_static shape=(8, 196) min=-50.0000 max=50.0000
2026-09-10 14:32:40 | INFO    | p4_legacy_lstm_cv | epoch=1 loss=31.016989 val_ac=0.620690 val_auroc=0.540525 val_auprc=0.097032 lr=0.001 improved=True time=22.5s
2026-09-10 14:33:01 | INFO    | p4_legacy_lstm_cv | epoch=2 loss=4.156914 val_ac=0.586207 val_auroc=0.542237 val_auprc=0.165044 lr=0.001 improved=False time=21.9s
2026-09-10 14:33:23 | INFO    | p4_legacy_lstm_cv | epoch=3 loss=2.315666 val_ac=0.685345 val_auroc=0.706050 val_auprc=0.204926 lr=0.001 improved=True time=21.8s
2026-09-10 14:33:46 | INFO    | p4_legacy_lstm_cv | epoch=4 loss=2.394619 val_ac=0.521552 val_auroc=0.429224 val_auprc=0.109173 lr=0.001 improved=False time=23.1s
2026-09-10 14:34:08 | INFO    | p4_legacy_lstm_cv | epoch=5 loss=2.245139 val_ac=0.655172 val_auroc=0.645548 val_auprc=0.169072 lr=0.001 improved=False time=21.9s
2026-09-10 14:34:30 | INFO    | p4_legacy_lstm_cv | epoch=6 loss=2.250390 val_ac=0.758621 val_auroc=0.755708 val_auprc=0.234615 lr=0.001 improved=True time=21.7s
2026-09-10 14:34:53 | INFO    | p4_legacy_lstm_cv | epoch=7 loss=2.045719 val_ac=0.706897 val_auroc=0.713470 val_auprc=0.239636 lr=0.001 improved=False time=22.6s
2026-09-10 14:35:13 | INFO    | p4_legacy_lstm_cv | epoch=8 loss=1.743280 val_ac=0.775862 val_auroc=0.765411 val_auprc=0.234856 lr=0.001 improved=True time=20.8s
2026-09-10 14:35:35 | INFO    | p4_legacy_lstm_cv | epoch=9 loss=1.691869 val_ac=0.784483 val_auroc=0.780822 val_auprc=0.223639 lr=0.001 improved=True time=21.6s
2026-09-10 14:35:57 | INFO    | p4_legacy_lstm_cv | epoch=10 loss=1.587144 val_ac=0.775862 val_auroc=0.753425 val_auprc=0.238708 lr=0.001 improved=False time=22.1s
2026-09-10 14:36:18 | INFO    | p4_legacy_lstm_cv | epoch=11 loss=1.333466 val_ac=0.719828 val_auroc=0.726884 val_auprc=0.222190 lr=0.001 improved=False time=21.0s
