2026-09-10 14:41:55 | INFO    | p4_legacy_lstm_cv | START outer_seed=29 fold=2 train=489 holdout=244 fixed_val=158 model_seed=7
2026-09-10 14:41:55 | INFO    | train_lstm | Balanced train sampler enabled: class_counts={0: 457, 1: 32} missing=0 num_samples=489 replacement=True
2026-09-10 14:41:55 | INFO    | p4_legacy_lstm_cv | first_batch X_seq shape=(8, 1057, 483) min=-31.7849 max=50.0000
2026-09-10 14:41:55 | INFO    | p4_legacy_lstm_cv | first_batch X_ecg shape=(8, 1057, 12) min=-0.7539 max=50.0000
2026-09-10 14:41:55 | INFO    | p4_legacy_lstm_cv | first_batch x_static shape=(8, 196) min=-50.0000 max=50.0000
2026-09-10 14:42:18 | INFO    | p4_legacy_lstm_cv | epoch=1 loss=25.951470 val_ac=0.461207 val_auroc=0.513128 val_auprc=0.082286 lr=0.001 improved=True time=22.3s
2026-09-10 14:42:39 | INFO    | p4_legacy_lstm_cv | epoch=2 loss=3.563380 val_ac=0.392241 val_auroc=0.432078 val_auprc=0.099289 lr=0.001 improved=False time=21.2s
2026-09-10 14:43:02 | INFO    | p4_legacy_lstm_cv | epoch=3 loss=2.277635 val_ac=0.461207 val_auroc=0.493151 val_auprc=0.141430 lr=0.001 improved=False time=23.1s
2026-09-10 14:43:24 | INFO    | p4_legacy_lstm_cv | epoch=4 loss=2.045903 val_ac=0.504310 val_auroc=0.523402 val_auprc=0.130928 lr=0.001 improved=True time=22.0s
2026-09-10 14:43:45 | INFO    | p4_legacy_lstm_cv | epoch=5 loss=1.729242 val_ac=0.474138 val_auroc=0.504566 val_auprc=0.144489 lr=0.001 improved=False time=21.4s
2026-09-10 14:44:09 | INFO    | p4_legacy_lstm_cv | epoch=6 loss=1.714903 val_ac=0.487069 val_auroc=0.517123 val_auprc=0.154508 lr=0.001 improved=False time=23.2s
2026-09-10 14:44:32 | INFO    | p4_legacy_lstm_cv | epoch=7 loss=1.615948 val_ac=0.465517 val_auroc=0.517694 val_auprc=0.116283 lr=0.001 improved=False time=23.3s
2026-09-10 14:44:54 | INFO    | p4_legacy_lstm_cv | epoch=8 loss=1.779038 val_ac=0.478448 val_auroc=0.533105 val_auprc=0.115131 lr=0.001 improved=False time=21.6s
2026-09-10 14:45:15 | INFO    | p4_legacy_lstm_cv | epoch=9 loss=1.636800 val_ac=0.500000 val_auroc=0.522831 val_auprc=0.124906 lr=0.001 improved=False time=21.6s
2026-09-10 14:45:36 | INFO    | p4_legacy_lstm_cv | epoch=10 loss=1.569524 val_ac=0.543103 val_auroc=0.551370 val_auprc=0.121048 lr=0.001 improved=True time=20.9s
2026-09-10 14:45:58 | INFO    | p4_legacy_lstm_cv | epoch=11 loss=1.339116 val_ac=0.474138 val_auroc=0.534247 val_auprc=0.143344 lr=0.001 improved=False time=21.5s
2026-09-10 14:46:21 | INFO    | p4_legacy_lstm_cv | epoch=12 loss=1.306037 val_ac=0.534483 val_auroc=0.548516 val_auprc=0.121176 lr=0.001 improved=False time=23.1s
2026-09-10 14:46:43 | INFO    | p4_legacy_lstm_cv | epoch=13 loss=1.322921 val_ac=0.573276 val_auroc=0.574772 val_auprc=0.138691 lr=0.001 improved=True time=22.3s
2026-09-10 14:47:04 | INFO    | p4_legacy_lstm_cv | epoch=14 loss=1.354680 val_ac=0.500000 val_auroc=0.554224 val_auprc=0.134418 lr=0.001 improved=False time=21.3s
2026-09-10 14:47:26 | INFO    | p4_legacy_lstm_cv | epoch=15 loss=1.191838 val_ac=0.469828 val_auroc=0.500571 val_auprc=0.106533 lr=0.001 improved=False time=21.8s
2026-09-10 14:47:46 | INFO    | p4_legacy_lstm_cv | epoch=16 loss=1.109125 val_ac=0.525862 val_auroc=0.525685 val_auprc=0.115732 lr=0.001 improved=False time=20.2s
2026-09-10 14:48:09 | INFO    | p4_legacy_lstm_cv | epoch=17 loss=0.934216 val_ac=0.461207 val_auroc=0.523973 val_auprc=0.130723 lr=0.001 improved=False time=22.5s
2026-09-10 14:48:30 | INFO    | p4_legacy_lstm_cv | epoch=18 loss=0.786621 val_ac=0.512931 val_auroc=0.529110 val_auprc=0.112372 lr=0.001 improved=False time=21.6s
2026-09-10 14:48:53 | INFO    | p4_legacy_lstm_cv | epoch=19 loss=1.285620 val_ac=0.521552 val_auroc=0.540525 val_auprc=0.120536 lr=0.001 improved=False time=22.5s
2026-09-10 14:49:14 | INFO    | p4_legacy_lstm_cv | epoch=20 loss=0.666370 val_ac=0.538793 val_auroc=0.567352 val_auprc=0.156871 lr=0.001 improved=False time=21.3s
2026-09-10 14:49:36 | INFO    | p4_legacy_lstm_cv | epoch=21 loss=0.709774 val_ac=0.482759 val_auroc=0.533676 val_auprc=0.140501 lr=0.001 improved=False time=21.7s
2026-09-10 14:49:56 | INFO    | p4_legacy_lstm_cv | epoch=22 loss=0.995390 val_ac=0.504310 val_auroc=0.547945 val_auprc=0.153229 lr=0.0005 improved=False time=20.4s
2026-09-10 14:50:18 | INFO    | p4_legacy_lstm_cv | epoch=23 loss=0.538968 val_ac=0.543103 val_auroc=0.531963 val_auprc=0.139480 lr=0.0005 improved=False time=21.3s
2026-09-10 14:50:38 | INFO    | p4_legacy_lstm_cv | epoch=24 loss=0.609456 val_ac=0.525862 val_auroc=0.562785 val_auprc=0.130717 lr=0.0005 improved=False time=20.7s
2026-09-10 14:51:00 | INFO    | p4_legacy_lstm_cv | epoch=25 loss=0.490486 val_ac=0.504310 val_auroc=0.544521 val_auprc=0.126583 lr=0.0005 improved=False time=22.2s
2026-09-10 14:51:23 | INFO    | p4_legacy_lstm_cv | epoch=26 loss=0.453696 val_ac=0.508621 val_auroc=0.543950 val_auprc=0.131052 lr=0.0005 improved=False time=22.1s
2026-09-10 14:51:46 | INFO    | p4_legacy_lstm_cv | epoch=27 loss=0.375197 val_ac=0.500000 val_auroc=0.533105 val_auprc=0.113793 lr=0.0005 improved=False time=23.5s
2026-09-10 14:52:09 | INFO    | p4_legacy_lstm_cv | epoch=28 loss=0.473186 val_ac=0.495690 val_auroc=0.521119 val_auprc=0.104487 lr=0.0005 improved=False time=22.7s
2026-09-10 14:52:09 | INFO    | p4_legacy_lstm_cv | early_stop epoch=28 best_epoch=13
2026-09-10 14:52:45 | INFO    | p4_legacy_lstm_cv | Both complete checkpoints frozen; constructing outer holdout loader now
2026-09-10 14:52:52 | INFO    | p4_legacy_lstm_cv | best_val_ac outer_holdout ac=0.688766 auroc=0.753577 auprc=0.206295
2026-09-10 14:53:00 | INFO    | p4_legacy_lstm_cv | fixed_epoch6 outer_holdout ac=0.701657 auroc=0.745889 auprc=0.187559
