2026-09-10 13:52:36 | INFO    | p4_legacy_lstm_cv | START outer_seed=17 fold=0 train=489 holdout=244 fixed_val=158 model_seed=7
2026-09-10 13:52:36 | INFO    | train_lstm | Balanced train sampler enabled: class_counts={0: 451, 1: 38} missing=0 num_samples=489 replacement=True
2026-09-10 13:52:37 | INFO    | p4_legacy_lstm_cv | first_batch X_seq shape=(8, 1074, 483) min=-31.1933 max=50.0000
2026-09-10 13:52:37 | INFO    | p4_legacy_lstm_cv | first_batch X_ecg shape=(8, 1074, 12) min=-0.1456 max=50.0000
2026-09-10 13:52:37 | INFO    | p4_legacy_lstm_cv | first_batch x_static shape=(8, 196) min=-50.0000 max=50.0000
2026-09-10 13:52:58 | INFO    | p4_legacy_lstm_cv | epoch=1 loss=19.902440 val_ac=0.521552 val_auroc=0.459475 val_auprc=0.076420 lr=0.001 improved=True time=20.4s
2026-09-10 13:53:18 | INFO    | p4_legacy_lstm_cv | epoch=2 loss=3.874620 val_ac=0.521552 val_auroc=0.523402 val_auprc=0.111476 lr=0.001 improved=False time=19.9s
2026-09-10 13:53:40 | INFO    | p4_legacy_lstm_cv | epoch=3 loss=3.196490 val_ac=0.762931 val_auroc=0.712900 val_auprc=0.156368 lr=0.001 improved=True time=22.8s
2026-09-10 13:54:00 | INFO    | p4_legacy_lstm_cv | epoch=4 loss=2.207653 val_ac=0.590517 val_auroc=0.650114 val_auprc=0.147375 lr=0.001 improved=False time=20.0s
2026-09-10 13:54:22 | INFO    | p4_legacy_lstm_cv | epoch=5 loss=2.142661 val_ac=0.706897 val_auroc=0.728881 val_auprc=0.170591 lr=0.001 improved=False time=22.1s
2026-09-10 13:54:42 | INFO    | p4_legacy_lstm_cv | epoch=6 loss=1.665650 val_ac=0.715517 val_auroc=0.686644 val_auprc=0.142497 lr=0.001 improved=False time=20.0s
2026-09-10 13:55:04 | INFO    | p4_legacy_lstm_cv | epoch=7 loss=1.947621 val_ac=0.672414 val_auroc=0.661530 val_auprc=0.129860 lr=0.001 improved=False time=21.8s
2026-09-10 13:55:25 | INFO    | p4_legacy_lstm_cv | epoch=8 loss=1.532427 val_ac=0.646552 val_auroc=0.655822 val_auprc=0.144074 lr=0.001 improved=False time=20.8s
2026-09-10 13:55:45 | INFO    | p4_legacy_lstm_cv | epoch=9 loss=1.852385 val_ac=0.681034 val_auroc=0.672374 val_auprc=0.167168 lr=0.001 improved=False time=20.4s
2026-09-10 13:56:09 | INFO    | p4_legacy_lstm_cv | epoch=10 loss=1.863648 val_ac=0.663793 val_auroc=0.680365 val_auprc=0.173582 lr=0.001 improved=False time=23.6s
2026-09-10 13:56:31 | INFO    | p4_legacy_lstm_cv | epoch=11 loss=1.924904 val_ac=0.607759 val_auroc=0.629566 val_auprc=0.146457 lr=0.001 improved=False time=22.5s
2026-09-10 13:56:51 | INFO    | p4_legacy_lstm_cv | epoch=12 loss=1.598795 val_ac=0.646552 val_auroc=0.644977 val_auprc=0.162682 lr=0.0005 improved=False time=19.9s
2026-09-10 13:57:14 | INFO    | p4_legacy_lstm_cv | epoch=13 loss=2.096293 val_ac=0.668103 val_auroc=0.646119 val_auprc=0.169045 lr=0.0005 improved=False time=22.5s
2026-09-10 13:57:34 | INFO    | p4_legacy_lstm_cv | epoch=14 loss=1.197199 val_ac=0.689655 val_auroc=0.646689 val_auprc=0.137084 lr=0.0005 improved=False time=20.3s
2026-09-10 13:57:57 | INFO    | p4_legacy_lstm_cv | epoch=15 loss=1.190406 val_ac=0.689655 val_auroc=0.667808 val_auprc=0.156112 lr=0.0005 improved=False time=23.3s
2026-09-10 13:58:20 | INFO    | p4_legacy_lstm_cv | epoch=16 loss=0.949232 val_ac=0.685345 val_auroc=0.631849 val_auprc=0.138517 lr=0.0005 improved=False time=22.5s
2026-09-10 13:58:42 | INFO    | p4_legacy_lstm_cv | epoch=17 loss=0.870647 val_ac=0.685345 val_auroc=0.661530 val_auprc=0.147414 lr=0.0005 improved=False time=22.3s
2026-09-10 13:59:06 | INFO    | p4_legacy_lstm_cv | epoch=18 loss=0.874807 val_ac=0.732759 val_auroc=0.710616 val_auprc=0.188538 lr=0.0005 improved=False time=23.5s
2026-09-10 13:59:06 | INFO    | p4_legacy_lstm_cv | early_stop epoch=18 best_epoch=3
2026-09-10 13:59:45 | INFO    | p4_legacy_lstm_cv | Both complete checkpoints frozen; constructing outer holdout loader now
2026-09-10 13:59:52 | INFO    | p4_legacy_lstm_cv | best_val_ac outer_holdout ac=0.726776 auroc=0.744396 auprc=0.230943
2026-09-10 13:59:59 | INFO    | p4_legacy_lstm_cv | fixed_epoch6 outer_holdout ac=0.751366 auroc=0.763028 auprc=0.202717
