2026-09-10 13:59:59 | INFO    | p4_legacy_lstm_cv | START outer_seed=17 fold=1 train=488 holdout=245 fixed_val=158 model_seed=7
2026-09-10 13:59:59 | INFO    | train_lstm | Balanced train sampler enabled: class_counts={0: 457, 1: 31} missing=0 num_samples=488 replacement=True
2026-09-10 14:00:00 | INFO    | p4_legacy_lstm_cv | first_batch X_seq shape=(8, 1022, 483) min=-29.6467 max=50.0000
2026-09-10 14:00:00 | INFO    | p4_legacy_lstm_cv | first_batch X_ecg shape=(8, 1022, 12) min=-0.1939 max=50.0000
2026-09-10 14:00:00 | INFO    | p4_legacy_lstm_cv | first_batch x_static shape=(8, 196) min=-50.0000 max=50.0000
2026-09-10 14:00:22 | INFO    | p4_legacy_lstm_cv | epoch=1 loss=24.151027 val_ac=0.556034 val_auroc=0.569064 val_auprc=0.118703 lr=0.001 improved=True time=22.2s
2026-09-10 14:00:45 | INFO    | p4_legacy_lstm_cv | epoch=2 loss=3.358555 val_ac=0.564655 val_auroc=0.552511 val_auprc=0.091706 lr=0.001 improved=True time=22.1s
2026-09-10 14:01:05 | INFO    | p4_legacy_lstm_cv | epoch=3 loss=1.943696 val_ac=0.637931 val_auroc=0.688927 val_auprc=0.132766 lr=0.001 improved=True time=20.4s
2026-09-10 14:01:27 | INFO    | p4_legacy_lstm_cv | epoch=4 loss=2.017350 val_ac=0.693966 val_auroc=0.785388 val_auprc=0.333563 lr=0.001 improved=True time=22.3s
2026-09-10 14:01:50 | INFO    | p4_legacy_lstm_cv | epoch=5 loss=1.800054 val_ac=0.586207 val_auroc=0.601598 val_auprc=0.165648 lr=0.001 improved=False time=23.0s
2026-09-10 14:02:12 | INFO    | p4_legacy_lstm_cv | epoch=6 loss=2.290302 val_ac=0.581897 val_auroc=0.644406 val_auprc=0.236883 lr=0.001 improved=False time=22.0s
2026-09-10 14:02:34 | INFO    | p4_legacy_lstm_cv | epoch=7 loss=2.317113 val_ac=0.642241 val_auroc=0.683790 val_auprc=0.130153 lr=0.001 improved=False time=22.1s
2026-09-10 14:02:57 | INFO    | p4_legacy_lstm_cv | epoch=8 loss=2.370431 val_ac=0.685345 val_auroc=0.721461 val_auprc=0.169638 lr=0.001 improved=False time=22.3s
2026-09-10 14:03:18 | INFO    | p4_legacy_lstm_cv | epoch=9 loss=1.663700 val_ac=0.650862 val_auroc=0.678653 val_auprc=0.182311 lr=0.001 improved=False time=20.8s
2026-09-10 14:03:40 | INFO    | p4_legacy_lstm_cv | epoch=10 loss=2.485908 val_ac=0.653017 val_auroc=0.708333 val_auprc=0.172972 lr=0.001 improved=False time=23.0s
2026-09-10 14:04:04 | INFO    | p4_legacy_lstm_cv | epoch=11 loss=1.777377 val_ac=0.605603 val_auroc=0.631279 val_auprc=0.153288 lr=0.001 improved=False time=23.2s
2026-09-10 14:04:26 | INFO    | p4_legacy_lstm_cv | epoch=12 loss=1.479401 val_ac=0.577586 val_auroc=0.565639 val_auprc=0.151733 lr=0.001 improved=False time=22.3s
2026-09-10 14:04:47 | INFO    | p4_legacy_lstm_cv | epoch=13 loss=1.385371 val_ac=0.607759 val_auroc=0.614726 val_auprc=0.156463 lr=0.0005 improved=False time=20.6s
2026-09-10 14:05:09 | INFO    | p4_legacy_lstm_cv | epoch=14 loss=1.170250 val_ac=0.528017 val_auroc=0.582192 val_auprc=0.140091 lr=0.0005 improved=False time=22.4s
2026-09-10 14:05:31 | INFO    | p4_legacy_lstm_cv | epoch=15 loss=1.243660 val_ac=0.530172 val_auroc=0.600457 val_auprc=0.179676 lr=0.0005 improved=False time=21.5s
2026-09-10 14:05:52 | INFO    | p4_legacy_lstm_cv | epoch=16 loss=1.143733 val_ac=0.620690 val_auroc=0.643836 val_auprc=0.152493 lr=0.0005 improved=False time=21.5s
2026-09-10 14:06:14 | INFO    | p4_legacy_lstm_cv | epoch=17 loss=1.055983 val_ac=0.625000 val_auroc=0.652397 val_auprc=0.160007 lr=0.0005 improved=False time=21.8s
2026-09-10 14:06:36 | INFO    | p4_legacy_lstm_cv | epoch=18 loss=0.993848 val_ac=0.612069 val_auroc=0.602740 val_auprc=0.145026 lr=0.0005 improved=False time=21.8s
2026-09-10 14:06:57 | INFO    | p4_legacy_lstm_cv | epoch=19 loss=0.988666 val_ac=0.568966 val_auroc=0.606735 val_auprc=0.140961 lr=0.0005 improved=False time=21.0s
2026-09-10 14:06:57 | INFO    | p4_legacy_lstm_cv | early_stop epoch=19 best_epoch=4
2026-09-10 14:07:33 | INFO    | p4_legacy_lstm_cv | Both complete checkpoints frozen; constructing outer holdout loader now
2026-09-10 14:07:40 | INFO    | p4_legacy_lstm_cv | best_val_ac outer_holdout ac=0.687726 auroc=0.655116 auprc=0.195439
2026-09-10 14:07:47 | INFO    | p4_legacy_lstm_cv | fixed_epoch6 outer_holdout ac=0.552347 auroc=0.535467 auprc=0.103275
